intake_index,animal_id,name,datetime,monthyear,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color,los,outcome_index,outcome_animal_id,outcome_name,outcome_datetime,outcome_monthyear,outcome_date_of_birth,outcome_type,outcome_subtype,outcome_animal_type,sex_upon_outcome,age_upon_outcome,outcome_breed,outcome_color,days_old,species
874,A642228,Debo,08/22/2018 02:39:00 PM,08/22/2018 02:39:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Tan/White,11,77624,A642228,Debo,09/02/2018 04:22:00 PM,09/02/2018 04:22:00 PM,01/20/2012,Return to Owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Tan/White,2406,Dog
875,A739418,,12/02/2016 02:06:00 PM,12/02/2016 02:06:00 PM,12034 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown,4,72745,A739418,,12/06/2016 05:40:00 PM,12/06/2016 05:40:00 PM,12/02/2015,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown,366,Dog
876,A734160,*Willow,09/02/2016 12:22:00 PM,09/02/2016 12:22:00 PM,3400 South Congress in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Tortie,0,16318,A734160,*Willow,09/03/2016 09:00:00 AM,09/03/2016 09:00:00 AM,09/02/2014,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Tortie,731,Cat
877,A780204,,09/11/2018 11:50:00 AM,09/11/2018 11:50:00 AM,3411 Amalfi Cove in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Black/White,4,44675,A780204,,09/15/2018 04:05:00 PM,09/15/2018 04:05:00 PM,03/11/2018,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black/White,184,Dog
878,A738367,*Ellie,11/13/2016 04:40:00 PM,11/13/2016 04:40:00 PM,14100 Briarcreek Loop in Travis (TX),Stray,Sick,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,99,72790,A738367,*Ellie,02/21/2017 01:46:00 PM,02/21/2017 01:46:00 PM,11/13/2015,Euthanasia,Suffering,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,366,Cat
880,A708025,Mr Cat,07/25/2015 10:52:00 AM,07/25/2015 10:52:00 AM,Austin (TX),Public Assist,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Tan,5,26970,A708025,Mr Cat,07/30/2015 11:13:00 AM,07/30/2015 11:13:00 AM,07/22/2010,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Tan,1829,Cat
881,A701265,Blue,08/24/2016 04:04:00 PM,08/24/2016 04:04:00 PM,2112 E. William Cannon in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,5,80246,A701265,Blue,08/29/2016 05:41:00 PM,08/29/2016 05:41:00 PM,12/26/2013,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,972,Dog
882,A685632,*Bongo,08/10/2014 11:54:00 AM,08/10/2014 11:54:00 AM,Hwy 183 And Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Plott Hound Mix,Brown Brindle/White,4,54984,A685632,*Bongo,08/14/2014 04:15:00 PM,08/14/2014 04:15:00 PM,03/10/2014,Transfer,Partner,Dog,Intact Female,5 months,Plott Hound Mix,Brown Brindle/White,153,Dog
883,A715166,,11/01/2015 11:55:00 AM,11/01/2015 11:55:00 AM,5010 Old Manor Rd. in Austin (TX),Wildlife,Normal,Other,Unknown,3 years,Bat Mix,Brown,0,40993,A715166,,11/01/2015 12:23:00 PM,11/01/2015 12:23:00 PM,11/01/2012,Euthanasia,Rabies Risk,Other,Unknown,3 years,Bat Mix,Brown,1095,Other
884,A679536,Lucky,11/10/2015 12:54:00 PM,11/10/2015 12:54:00 PM,831 B N Meadows in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown,12,8412,A679536,Lucky,11/23/2015 12:00:00 AM,11/23/2015 12:00:00 AM,11/23/2012,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown,1082,Dog
885,A693819,,12/15/2014 11:17:00 AM,12/15/2014 11:17:00 AM,12120 Manchaca Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Cocker Spaniel Mix,Black/White,4,56993,A693819,,12/19/2014 05:20:00 PM,12/19/2014 05:20:00 PM,12/15/2004,Transfer,Partner,Dog,Neutered Male,10 years,Cocker Spaniel Mix,Black/White,3652,Dog
886,A771410,,05/04/2018 02:12:00 PM,05/04/2018 02:12:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Longhair Mix,Orange Tabby/White,6,14878,A771410,,05/11/2018 01:10:00 PM,05/11/2018 01:10:00 PM,11/04/2017,Adoption,,Cat,Intact Female,6 months,Domestic Longhair Mix,Orange Tabby/White,181,Cat
887,A730127,April,06/29/2016 10:01:00 AM,06/29/2016 10:01:00 AM,1600 Wells Branch Pkwy in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Miniature Pinscher Mix,Black/Tan,0,54233,A730127,April,06/29/2016 06:57:00 PM,06/29/2016 06:57:00 PM,04/15/2015,Return to Owner,,Dog,Spayed Female,1 year,Miniature Pinscher Mix,Black/Tan,441,Dog
888,A727997,Cappuccino,05/29/2016 02:30:00 PM,05/29/2016 02:30:00 PM,124 W Anderson Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Pit Bull Mix,Red/White,5,72297,A727997,Cappuccino,06/03/2016 05:14:00 PM,06/03/2016 05:14:00 PM,05/17/2010,Return to Owner,,Dog,Neutered Male,6 years,Pit Bull Mix,Red/White,2204,Dog
889,A700398,*Poppy,04/13/2015 11:03:00 AM,04/13/2015 11:03:00 AM,South 5Th St And Cumberland Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Fawn/White,200,65554,A700398,*Poppy,10/30/2015 01:15:00 PM,10/30/2015 01:15:00 PM,04/13/2013,Adoption,Foster,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Fawn/White,730,Dog
890,A723387,*Otto,03/31/2016 11:43:00 AM,03/31/2016 11:43:00 AM,1135 Don Ann St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Staffordshire Terrier Mix,Fawn/White,28,67613,A723387,*Otto,04/29/2016 11:24:00 AM,04/29/2016 11:24:00 AM,03/31/2014,Transfer,Partner,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,Fawn/White,731,Dog
891,A728185,Parker,06/09/2016 03:53:00 PM,06/09/2016 03:53:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,Black,1,82673,A728185,Parker,06/11/2016 11:42:00 AM,06/11/2016 11:42:00 AM,06/04/2014,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,Black,736,Dog
892,A738355,Runt,11/15/2016 01:18:00 PM,11/15/2016 01:18:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,5 months,Pit Bull Mix,Blue/White,11,4762,A738355,Runt,11/26/2016 05:14:00 PM,11/26/2016 05:14:00 PM,06/13/2016,Return to Owner,,Dog,Intact Female,5 months,Pit Bull Mix,Blue/White,155,Dog
893,A744726,,03/06/2017 02:29:00 PM,03/06/2017 02:29:00 PM,605 Park Blvd in Austin (TX),Wildlife,Sick,Other,Unknown,4 years,Raccoon Mix,Black/Gray,0,92469,A744726,,03/06/2017 02:35:00 PM,03/06/2017 02:35:00 PM,03/06/2013,Euthanasia,Medical,Other,Unknown,4 years,Raccoon Mix,Black/Gray,1461,Other
894,A780729,Jax,09/19/2018 02:04:00 PM,09/19/2018 02:04:00 PM,1729 Dapplegrey Ln in Austin (TX),Public Assist,Aged,Dog,Neutered Male,10 years,Dachshund,Black/Tan,0,25616,A780729,Jax,09/20/2018 12:46:00 PM,09/20/2018 12:46:00 PM,09/19/2008,Return to Owner,,Dog,Neutered Male,10 years,Dachshund,Black/Tan,3652,Dog
895,A762623,Lexi,11/21/2017 06:40:00 PM,11/21/2017 06:40:00 PM,6713 Dubuque Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Cream,6,91254,A762623,Lexi,11/28/2017 04:28:00 PM,11/28/2017 04:28:00 PM,11/21/2016,Rto-Adopt,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Cream,365,Dog
896,A714528,*Marmaduke,08/23/2016 01:44:00 PM,08/23/2016 01:44:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Rottweiler Mix,Black/White,135,59192,A714528,*Marmaduke,01/05/2017 02:51:00 PM,01/05/2017 02:51:00 PM,10/24/2013,Adoption,,Dog,Neutered Male,3 years,Rottweiler Mix,Black/White,1034,Dog
897,A678870,,05/13/2014 03:46:00 PM,05/13/2014 03:46:00 PM,2338 Wilson St in Austin (TX),Stray,Normal,Kitten,Intact Male,1 weeks,Domestic Shorthair Mix,Black,79,77648,A678870,,08/01/2014 11:18:00 AM,08/01/2014 11:18:00 AM,05/05/2014,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,8,Cat
898,A703144,*Anderson,05/21/2015 07:59:00 AM,05/21/2015 07:59:00 AM,15200 Anderson Mill Rd in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie Mix,Black/Tricolor,4,80051,A703144,*Anderson,05/25/2015 07:19:00 PM,05/25/2015 07:19:00 PM,05/21/2014,Adoption,,Dog,Neutered Male,1 year,Border Collie Mix,Black/Tricolor,365,Dog
899,A760954,*Harry,10/26/2017 03:59:00 PM,10/26/2017 03:59:00 PM,6308 Perlita Dr in Austin (TX),Stray,Sick,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby,46,60436,A760954,*Harry,12/12/2017 12:21:00 PM,12/12/2017 12:21:00 PM,09/09/2017,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby,47,Cat
900,A762380,,11/19/2017 02:03:00 PM,11/19/2017 02:03:00 PM,5803 Gloucester Lane in Austin (TX),Stray,Normal,Cat,Intact Male,9 months,Domestic Medium Hair Mix,Cream Tabby,2,2429,A762380,,11/22/2017 12:21:00 PM,11/22/2017 12:21:00 PM,01/19/2017,Transfer,Partner,Cat,Intact Male,10 months,Domestic Medium Hair Mix,Cream Tabby,304,Cat
901,A664984,Buddy,10/12/2013 11:11:00 AM,10/12/2013 11:11:00 AM,7612 Marl in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Blue,6,88362,A664984,Buddy,10/18/2013 06:46:00 PM,10/18/2013 06:46:00 PM,10/12/2012,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue,365,Dog
902,A690626,,10/23/2014 12:40:00 PM,10/23/2014 12:40:00 PM,45Th 1/2 And Caswell in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair Mix,Tortie,0,38470,A690626,,10/24/2014 09:00:00 AM,10/24/2014 09:00:00 AM,02/23/2014,Transfer,SCRP,Cat,Intact Female,7 months,Domestic Shorthair Mix,Tortie,242,Cat
903,A773307,Bella,05/30/2018 12:01:00 PM,05/30/2018 12:01:00 PM,Beckett Road And Davis Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,12 years,Treeing Walker Coonhound/German Shorthair Pointer,Brown,0,26244,A773307,Bella,05/30/2018 04:19:00 PM,05/30/2018 04:19:00 PM,05/30/2006,Return to Owner,,Dog,Spayed Female,12 years,Treeing Walker Coonhound/German Shorthair Pointer,Brown,4383,Dog
904,A684995,Wrigley,07/31/2014 04:08:00 PM,07/31/2014 04:08:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Cardigan Welsh Corgi Mix,Tan/White,22,60296,A684995,Wrigley,08/23/2014 11:25:00 AM,08/23/2014 11:25:00 AM,07/31/2009,Adoption,,Dog,Neutered Male,5 years,Cardigan Welsh Corgi Mix,Tan/White,1826,Dog
905,A747193,,04/16/2017 11:52:00 AM,04/16/2017 11:52:00 AM,9811 Aberdeen Way in Austin (TX),Wildlife,Injured,Other,Unknown,5 months,Raccoon,Brown,0,64400,A747193,,04/16/2017 12:16:00 PM,04/16/2017 12:16:00 PM,10/16/2016,Euthanasia,Suffering,Other,Unknown,5 months,Raccoon,Brown,182,Other
906,A763381,Boogie,12/08/2017 06:41:00 PM,12/08/2017 06:41:00 PM,8606 Bluff Springs Road in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Lhasa Apso Mix,Gray/Black,1,88738,A763381,Boogie,12/10/2017 04:57:00 PM,12/10/2017 04:57:00 PM,12/08/2012,Return to Owner,,Dog,Intact Male,5 years,Lhasa Apso Mix,Gray/Black,1826,Dog
907,A743436,Chiquita,02/10/2017 12:45:00 PM,02/10/2017 12:45:00 PM,Fm812 And Peterson Rd in Del Valle (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund Mix,Black/White,4,28922,A743436,Chiquita,02/14/2017 06:50:00 PM,02/14/2017 06:50:00 PM,02/10/2015,Adoption,,Dog,Spayed Female,2 years,Dachshund Mix,Black/White,731,Dog
908,A598741,Bella,12/21/2013 01:53:00 PM,12/21/2013 01:53:00 PM,3500 N Capital Of Texas Hwy in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Chihuahua Shorthair,Black/Tan,2,80604,A598741,Bella,12/23/2013 06:11:00 PM,12/23/2013 06:11:00 PM,04/23/2008,Return to Owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair,Black/Tan,2068,Dog
909,A747163,,04/15/2017 04:06:00 PM,04/15/2017 04:06:00 PM,1711 Rutland Drive in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Longhair Mix,Brown Tabby,5,19266,A747163,,04/20/2017 05:23:00 PM,04/20/2017 05:23:00 PM,02/15/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Brown Tabby,59,Cat
910,A769908,Gucci,04/12/2018 12:23:00 PM,04/12/2018 12:23:00 PM,South Ih 35 Frontage Road And East Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Yorkshire Terrier Mix,Brown/Gray,0,44119,A769908,Gucci,04/12/2018 07:05:00 PM,04/12/2018 07:05:00 PM,04/12/2015,Return to Owner,,Dog,Intact Male,3 years,Yorkshire Terrier Mix,Brown/Gray,1096,Dog
911,A718879,,01/18/2016 04:43:00 PM,01/18/2016 04:43:00 PM,1300 Crossing Place in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,2,45664,A718879,,01/20/2016 06:57:00 PM,01/20/2016 06:57:00 PM,01/08/2015,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,375,Cat
912,A713179,Toby,10/03/2015 02:10:00 PM,10/03/2015 02:10:00 PM,14400 Harris Ridge Blvd in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan,4,23551,A713179,Toby,10/07/2015 03:09:00 PM,10/07/2015 03:09:00 PM,10/03/2013,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan,730,Dog
913,A647240,Ally,05/30/2018 02:31:00 PM,05/30/2018 02:31:00 PM,Austin (TX),Public Assist,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White,5,75580,A647240,Ally,06/05/2018 02:04:00 PM,06/05/2018 02:04:00 PM,08/06/2012,Return to Owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White,2123,Dog
914,A752355,,06/21/2017 01:10:00 PM,06/21/2017 01:10:00 PM,1720 Wells Branch Pkwy in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pomeranian Mix,Tan,4,2361,A752355,,06/25/2017 04:48:00 PM,06/25/2017 04:48:00 PM,06/21/2016,Transfer,Partner,Dog,Spayed Female,1 year,Pomeranian Mix,Tan,365,Dog
915,A712673,Castle,09/26/2015 02:33:00 PM,09/26/2015 02:33:00 PM,Arroyo Seco And Romeria Dr in Austin (TX),Stray,Normal,Kitten,Intact Male,4 months,Siamese Mix,Seal Point,25,38099,A712673,Castle,10/21/2015 07:10:00 PM,10/21/2015 07:10:00 PM,05/10/2015,Adoption,,Cat,Intact Male,5 months,Siamese Mix,Seal Point,139,Cat
916,A767684,Tramp,03/05/2018 02:26:00 PM,03/05/2018 02:26:00 PM,8Th And Concho in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Keeshond/Finnish Spitz,Red,0,64545,A767684,Tramp,03/05/2018 06:53:00 PM,03/05/2018 06:53:00 PM,03/05/2014,Return to Owner,,Dog,Neutered Male,4 years,Keeshond/Finnish Spitz,Red,1461,Dog
917,A746450,*Kandi,04/03/2017 12:06:00 PM,04/03/2017 12:06:00 PM,4500 E Oltorf in Austin (TX),Stray,Normal,Cat,Neutered Male,6 years,Domestic Medium Hair Mix,Black/White,4,53289,A746450,*Kandi,04/07/2017 04:20:00 PM,04/07/2017 04:20:00 PM,06/03/2010,Adoption,,Cat,Neutered Male,6 years,Domestic Medium Hair Mix,Black/White,2496,Cat
918,A770990,*Mckenzie,04/28/2018 01:38:00 PM,04/28/2018 01:38:00 PM,11111 Renel Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Staffordshire Mix,Brown Brindle/White,56,23538,A770990,*Mckenzie,06/24/2018 12:28:00 PM,06/24/2018 12:28:00 PM,04/28/2017,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,Brown Brindle/White,365,Dog
919,A768481,,03/20/2018 11:48:00 AM,03/20/2018 11:48:00 AM,4509 East St Elmo Road in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Cream,4,31864,A768481,,03/24/2018 04:57:00 PM,03/24/2018 04:57:00 PM,03/20/2016,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair Mix,Cream,730,Cat
920,A715350,*Cyrus,11/04/2015 11:47:00 AM,11/04/2015 11:47:00 AM,Del Valle (TX),Owner Surrender,Normal,Kitten,Intact Male,1 month,Domestic Medium Hair Mix,Black,23,36941,A715350,*Cyrus,11/27/2015 07:00:00 PM,11/27/2015 07:00:00 PM,09/06/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black,59,Cat
921,A711229,Ella,09/04/2015 09:57:00 AM,09/04/2015 09:57:00 AM,Springdale in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,15,40052,A711229,Ella,09/19/2015 01:57:00 PM,09/19/2015 01:57:00 PM,07/20/2015,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,46,Cat
922,A670598,*Pete,01/10/2014 05:46:00 PM,01/10/2014 05:46:00 PM,Wayborne Hill Dr And Marymount in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Harrier Mix,Tricolor,7,15900,A670598,*Pete,01/18/2014 03:17:00 PM,01/18/2014 03:17:00 PM,07/11/2012,Adoption,,Dog,Neutered Male,1 year,Harrier Mix,Tricolor,548,Dog
923,A749470,,05/15/2017 01:22:00 PM,05/15/2017 01:22:00 PM,404 Twin Creek Cv in Travis (TX),Stray,Normal,Kitten,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby,0,85319,A749470,,05/15/2017 07:17:00 PM,05/15/2017 07:17:00 PM,04/15/2017,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby,30,Cat
924,A673731,Roxy,03/01/2014 12:05:00 PM,03/01/2014 12:05:00 PM,Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Jack Russell Terrier/Dachshund,White/Brown Brindle,0,70503,A673731,Roxy,03/01/2014 01:13:00 PM,03/01/2014 01:13:00 PM,03/01/2011,Return to Owner,,Dog,Intact Female,3 years,Jack Russell Terrier/Dachshund,White/Brown Brindle,1096,Dog
925,A708855,Steve,01/10/2016 02:12:00 PM,01/10/2016 02:12:00 PM,9520 Spectrum Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black,0,61455,A708855,Steve,01/10/2016 03:21:00 PM,01/10/2016 03:21:00 PM,06/01/2015,Return to Owner,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black,223,Cat
926,A752515,,06/23/2017 11:45:00 AM,06/23/2017 11:45:00 AM,4200 Clawson Road in Austin (TX),Stray,Normal,Kitten,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,0,20351,A752515,,06/24/2017 10:58:00 AM,06/24/2017 10:58:00 AM,06/01/2017,Euthanasia,Suffering,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White,22,Cat
927,A725711,Boone,05/02/2016 11:36:00 AM,05/02/2016 11:36:00 AM,7806 Clock Tower in Austin (TX),Stray,Aged,Dog,Intact Male,8 years,Labrador Retriever Mix,Yellow,142,46304,A725711,Boone,09/21/2016 12:59:00 PM,09/21/2016 12:59:00 PM,05/02/2008,Adoption,Foster,Dog,Intact Male,8 years,Labrador Retriever Mix,Yellow,2922,Dog
928,A707937,Blackie,07/20/2015 01:34:00 PM,07/20/2015 01:34:00 PM,Riverside And Anken in Austin (TX),Stray,Normal,Dog,Neutered Male,13 years,Chihuahua Shorthair Mix,Black/Brown,4,88818,A707937,Blackie,07/25/2015 11:31:00 AM,07/25/2015 11:31:00 AM,07/20/2002,Adoption,,Dog,Neutered Male,13 years,Chihuahua Shorthair Mix,Black/Brown,4748,Dog
929,A704677,Gizmo,08/04/2015 01:21:00 PM,08/04/2015 01:21:00 PM,Austin (TX),Owner Surrender,Normal,Puppy,Neutered Male,2 months,Dachshund Wirehair/Miniature Poodle,Yellow,0,46270,A704677,Gizmo,08/04/2015 06:00:00 PM,08/04/2015 06:00:00 PM,06/03/2015,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair/Miniature Poodle,Yellow,62,Dog
930,A744796,Red,03/07/2017 05:27:00 PM,03/07/2017 05:27:00 PM,E Rundberg Ln And North Plaza in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Papillon Mix,Tricolor/Tan,0,19908,A744796,Red,03/07/2017 06:42:00 PM,03/07/2017 06:42:00 PM,03/07/2016,Return to Owner,,Dog,Intact Male,1 year,Papillon Mix,Tricolor/Tan,365,Dog
931,A731659,Sampson,10/11/2016 01:35:00 PM,10/11/2016 01:35:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Blue Tiger/White,70,59769,A731659,Sampson,12/20/2016 04:05:00 PM,12/20/2016 04:05:00 PM,06/25/2015,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue Tiger/White,474,Dog
932,A764339,,12/28/2017 11:48:00 AM,12/28/2017 11:48:00 AM,7406 Gunnison Pass in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Raccoon Mix,Gray,0,39919,A764339,,12/28/2017 12:03:00 PM,12/28/2017 12:03:00 PM,12/28/2016,Euthanasia,Medical,Other,Unknown,1 year,Raccoon Mix,Gray,365,Other
933,A761117,Bentley,10/29/2017 02:14:00 PM,10/29/2017 02:14:00 PM,Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Dachshund Mix,Black/Black,0,87687,A761117,Bentley,10/29/2017 06:26:00 PM,10/29/2017 06:26:00 PM,10/29/2011,Adoption,,Dog,Neutered Male,6 years,Dachshund Mix,Black/Black,2192,Dog
934,A749452,,05/15/2017 11:25:00 AM,05/15/2017 11:25:00 AM,8817 Southwick Dr in Austin (TX),Stray,Sick,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black/White,0,79022,A749452,,05/15/2017 11:36:00 AM,05/15/2017 11:36:00 AM,05/15/2007,Euthanasia,Suffering,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black/White,3653,Cat
935,A781514,*Fozzy,09/30/2018 04:46:00 PM,09/30/2018 04:46:00 PM,515 East Slaughter Lane in Austin (TX),Stray,Normal,Cat,Intact Male,5 years,Domestic Longhair Mix,Blue Tabby,12,92480,A781514,*Fozzy,10/13/2018 03:19:00 PM,10/13/2018 03:19:00 PM,09/30/2013,Adoption,,Cat,Neutered Male,5 years,Domestic Longhair Mix,Blue Tabby,1826,Cat
936,A740548,,12/19/2016 12:44:00 PM,12/19/2016 12:44:00 PM,6207 Vera Ln in Austin (TX),Owner Surrender,Normal,Puppy,Intact Female,2 months,German Shepherd Mix,Brown,2,71233,A740548,,12/21/2016 05:30:00 PM,12/21/2016 05:30:00 PM,10/04/2016,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Brown,76,Dog
937,A732037,*Pete,08/01/2016 09:52:00 AM,08/01/2016 09:52:00 AM,1213 Mathias St in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Black,210,39038,A732037,*Pete,02/28/2017 09:01:00 AM,02/28/2017 09:01:00 AM,08/01/2013,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Black,1096,Cat
938,A681642,Honey,09/02/2014 12:42:00 PM,09/02/2014 12:42:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Chocolate/White,1,65514,A681642,Honey,09/03/2014 01:23:00 PM,09/03/2014 01:23:00 PM,06/19/2012,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Chocolate/White,805,Dog
939,A677984,Shadow,05/02/2014 11:32:00 AM,05/02/2014 11:32:00 AM,6101 Landscape in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier Mix,Black/White,94,80810,A677984,Shadow,08/04/2014 04:36:00 PM,08/04/2014 04:36:00 PM,05/02/2012,Transfer,Partner,Dog,Spayed Female,2 years,American Pit Bull Terrier Mix,Black/White,730,Dog
940,A782157,Baby Girl,10/11/2018 09:57:00 AM,10/11/2018 09:57:00 AM,4417  S Lamar in Austin (TX),Public Assist,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White/Brown,0,91636,A782157,Baby Girl,10/11/2018 01:48:00 PM,10/11/2018 01:48:00 PM,10/11/2015,Return to Owner,,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,White/Brown,1096,Dog
941,A679436,,05/21/2014 11:14:00 AM,05/21/2014 11:14:00 AM,Oak Springs And Tillery in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray/Black,0,87448,A679436,,05/21/2014 11:22:00 AM,05/21/2014 11:22:00 AM,05/21/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray/Black,365,Other
942,A716330,Frank,11/18/2015 11:41:00 AM,11/18/2015 11:41:00 AM,7001 Circle S Rd in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown/White,40,50346,A716330,Frank,12/28/2015 06:43:00 PM,12/28/2015 06:43:00 PM,11/18/2013,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White,730,Dog
943,A692951,,11/29/2014 10:41:00 AM,11/29/2014 10:41:00 AM,4800 Eilers Rd in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Gray Tabby/White,0,82543,A692951,,11/30/2014 09:00:00 AM,11/30/2014 09:00:00 AM,11/29/2013,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Gray Tabby/White,365,Cat
